8.231727 2.259019 20.63424
10.48093 0.1728823 22.38673
9.243971 -0.2324932 17.82028
7.976242 -0.7181652 21.11181
7.47872 0.1082912 13.74485
8.911826 0.2915559 16.86327
12.61512 -1.072102 21.84497
9.133659 1.651896 17.79932
12.43501 0.3555261 19.41775
7.037017 -0.8977402 18.23604
8.770238 1.116928 17.66492
8.523076 0.3487707 24.11281
10.04325 0.621571 22.53318
9.309692 1.483504 20.62184
8.167432 -0.8402075 20.97348
7.936903 -0.4030389 21.24008
9.490148 -0.4311298 21.89229
8.04665 1.961187 19.2752
7.033954 1.398895 30.96604
7.615546 1.473999 23.08632
9.148104 2.143356 19.52659
7.317361 0.1375626 21.8921
9.505978 1.652266 16.59356
7.801061 0.7357306 20.64201
11.71371 -0.4719773 23.70131
9.141894 1.312902 19.13209
9.713932 2.03703 19.30471
10.59707 1.9963 16.2322
9.857141 0.5813915 16.37613
9.549713 -0.9742975 17.77831
